Auteur,Degré,Clustering,Centralité Intermédiarité,Excentricité,Domaine_Dominant
Shimin Li,1.0,0.0,2.92936377377373e-08,5.0,Physique (Autre)
Alexander Henkes,0.5,0.0,0.0,5.0,Vision par Ordinateur
Edoardo P. Lagioia,0.5,0.0,0.0,5.0,Informatique (Autre)
Kai Dewey,11.0,0.0317124735729386,3.0607995995524107e-06,5.0,Machine Learning
R. Buompane,0.5,0.0,0.0,5.0,Physique (Autre)
Olivier Deschamps,0.5,0.0,0.0,5.0,IA
Andrew A. Chael,1.0,0.0,2.530110343457181e-09,5.0,Machine Learning
Charles F. Claver,2.0,0.0,1.172800452309275e-07,5.0,IA
Lasse Vines,0.5,0.0,0.0,5.0,Vision par Ordinateur
Matthew D. Thiesse,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
Matthew Ball,2.0,0.0,1.670567542078061e-07,5.0,Robotique
Kent Yagi,2.0,0.0357142857142857,2.248443138341827e-07,5.0,Physique (Autre)
Esteban Moro,1.5,0.1333333333333333,0.0,5.0,Informatique (Autre)
Jeremy Sakstein,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
Pranav Warman,0.5,0.0,0.0,5.0,Robotique
Ela Stephan,0.5,0.0,0.0,5.0,Traitement du Langage
Orazio Zapparrata,1.0,0.0,2.3577709384881018e-07,5.0,Machine Learning
J. Fernández Menéndez,0.5,0.0,0.0,5.0,Physique (Autre)
Thiebaut Schirmer,0.5,0.0,0.0,5.0,Traitement du Langage
Keiran Holland,1.0,0.0,2.273175141453976e-07,5.0,Maths (Autre)
M. N. Wagner,3.0,0.0606060606060606,2.343912456126418e-06,5.0,Informatique (Autre)
Prakash Ramesh,0.5,0.0,0.0,5.0,Physique (Autre)
F. J. . P Soler,1.0,0.0,0.0,5.0,Vision par Ordinateur
Oliver Speck,0.5,0.0,0.0,5.0,Machine Learning
Jan A. Krzywda,0.5,0.0,0.0,5.0,Physique (Autre)
Junbin Zhang,0.5,0.0,0.0,5.0,Statistiques (Autre)
Haesol Park,1.0,0.1666666666666666,0.0,5.0,Économie
Lede Xian,0.5,0.0,0.0,5.0,Vision par Ordinateur
Arindam Basu,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Elias Treis,0.5,0.0,0.0,5.0,Stats & ML
Antonio Franco,1.0,0.0,3.8732710372357815e-09,5.0,Physique (Autre)
G. Costa,1.5,0.0,8.914656746128458e-07,5.0,Stats & ML
N. Lewandowska,0.5,0.0,0.0,5.0,IA
Tobias S. Mansuripur,0.5,0.0,0.0,5.0,Machine Learning
Nils Scharf,2.0,0.0357142857142857,1.1367943386630941e-07,5.0,IA
H. Steidelmüller,0.5,0.0,0.0,5.0,Informatique (Autre)
Vazrik Chiloyan,0.5,0.0,0.0,5.0,Physique (Autre)
David V. Baxter,0.5,0.0,0.0,5.0,Maths (Autre)
Tingpeng Luo,0.5,0.0,0.0,5.0,Machine Learning
Bohan Liu,0.5,0.0,0.0,5.0,Autre
Mariel Lares-Martiz,0.5,0.0,0.0,5.0,IA
JJ Jordan,3.0,0.0757575757575757,3.461243522906443e-07,5.0,Traitement du Langage
Deb Raji,1.0,0.1666666666666666,0.0,5.0,Traitement du Langage
Baolong Bi,1.0,0.1666666666666666,0.0,5.0,Autre
T. Leplumey,0.5,0.0,0.0,5.0,Machine Learning
Rosa Filgueira,0.5,0.0,0.0,5.0,Informatique (Autre)
Ming-Wei Yan,0.5,0.0,0.0,5.0,IA
Roderick Tabalba,0.5,0.0,0.0,5.0,Informatique (Autre)
Berke Ates,0.5,0.0,0.0,5.0,Machine Learning
Niklas Nolte,1.5,0.0666666666666666,0.0,5.0,IA
Chenhao Tan,1.0,0.0,5.26081009866175e-07,5.0,Physique (Autre)
David W. Inglis,0.5,0.0,0.0,5.0,Réseaux de Neurones
Salim El Rouayheb,1.0,0.1666666666666666,0.0,5.0,Machine Learning
Piyu Ke,0.5,0.0,0.0,5.0,Vision par Ordinateur
A. Navarro Tobar,0.5,0.0,0.0,5.0,Physique (Autre)
Anatoli Ulmer,0.5,0.0,0.0,5.0,Physique (Autre)
Shaun Read,0.5,0.0,0.0,5.0,Informatique (Autre)
R. Gornea,2.0,0.0,7.231908512039809e-07,5.0,Maths (Autre)
Chun-Wang Ma,0.5,0.0,0.0,5.0,Maths (Autre)
Jonelle L. Walsh,0.5,0.0,0.0,5.0,Machine Learning
Igor Strakovsky,1.5,0.0,6.890349482091551e-07,5.0,Traitement du Langage
T. D. Stewart,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
I. Vila,4.0,0.0083333333333333,6.646595011261525e-06,5.0,Machine Learning
Venkatesh Ramesh,2.0,0.1428571428571428,0.0,5.0,Machine Learning
R. Sahay,0.5,0.0,0.0,5.0,Physique (Autre)
Chris Tenzer,1.0,0.0,2.4597824221928025e-08,5.0,Maths (Autre)
A. Kosmyntseva,2.5,0.0444444444444444,2.005447186093079e-07,5.0,Machine Learning
Margret Wohlfahrt-Mehrens,0.5,0.0,0.0,5.0,Machine Learning
M. Talby,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Violet M. Harvey,0.5,0.0,0.0,5.0,Informatique (Autre)
Francisco José Aceituno,1.0,0.0,9.640210407724228e-08,5.0,Autre
Loic Pottier,0.5,0.0,0.0,5.0,Informatique (Autre)
C. Ding,3.0,0.0606060606060606,2.689007487788331e-07,5.0,Machine Learning
Van Zyl Kruger,0.5,0.0,0.0,5.0,Réseaux de Neurones
N. Kunka,6.0,0.0072463768115942,1.3753691519013955e-06,5.0,Machine Learning
Zheng Ma,1.0,0.0,8.211149982173538e-09,5.0,Machine Learning
Jennifer Marshall,3.0,0.0151515151515151,2.165723799407715e-06,5.0,Physique (Autre)
G. Lukicov,0.5,0.0,0.0,5.0,Informatique (Autre)
Kuan-Yin Ko,0.5,0.0,0.0,5.0,Traitement du Langage
Nicola Gentile Fusillo,2.0,0.0357142857142857,7.239544430603928e-08,5.0,Informatique (Autre)
Amir S. Mohammadi,1.0,0.1666666666666666,0.0,5.0,IA
Maraim Masoud,8.0,0.1854838709677419,7.492506597372994e-07,5.0,IA
Kam Arnold,2.0,0.0357142857142857,4.130795900891826e-07,5.0,Informatique (Autre)
Norihiko Hiroi,0.5,0.0,0.0,5.0,Informatique (Autre)
Laura Gonella,0.5,0.0,0.0,5.0,IA
Nithyanandan Thyagarajan,1.5,0.0666666666666666,0.0,5.0,Machine Learning
Yihuai Hong,0.5,0.0,0.0,5.0,Machine Learning
Julian Schrader,0.5,0.0,0.0,5.0,Vision par Ordinateur
H. H. Wang J. C. Wang,1.0,0.0,0.0,5.0,Physique (Autre)
Takeshi Komatsubara,0.5,0.0,0.0,5.0,Machine Learning
Hongjian Zou,1.0,0.1666666666666666,0.0,5.0,Statistiques (Autre)
Edward J. Michaels,3.0,0.0303030303030303,1.9008552953891922e-07,5.0,Informatique (Autre)
Abdelrahman Eldesokey,2.0,0.0357142857142857,7.63539276249503e-08,5.0,Informatique (Autre)
Ryuichi Sakashita,0.5,0.0,0.0,5.0,Informatique (Autre)
E. F. Jim'enez-Andrade,0.5,0.0,0.0,5.0,IA
J. A. Sonnenberg,4.0,0.0083333333333333,4.058722709032736e-07,5.0,Machine Learning
Laura Castro Sánchez,2.0,0.0357142857142857,7.635393473037767e-08,5.0,Informatique (Autre)
Muneaki Hase,0.5,0.0,0.0,5.0,Vision par Ordinateur
Charles King,0.5,0.0,0.0,5.0,Informatique (Autre)
David Moffett,0.5,0.0,0.0,5.0,Traitement du Langage
S. Yen,1.5,0.0666666666666666,9.191753491677448e-08,5.0,Physique (Autre)
Ahmad Khan,0.5,0.0,0.0,5.0,Machine Learning
D. Spiga,4.0,0.0416666666666666,1.4966641401770175e-06,5.0,Physique (Autre)
S. S. Malik,0.5,0.0,0.0,5.0,Robotique
F. Sergiampietri,0.5,0.0,0.0,5.0,Machine Learning
Jiazi Bu,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
K. Tayabaly,0.5,0.0,0.0,5.0,Informatique (Autre)
Junseok Kwon,0.5,0.0,0.0,5.0,Vision par Ordinateur
Karthik RM,0.5,0.0,0.0,5.0,Vision par Ordinateur
Alvaro Rojas-Arriagada,0.5,0.0,0.0,5.0,Physique (Autre)
B. Foster,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Yazhuo Zhang,2.0,0.0,0.0,5.0,IA
Dominik Tomaszuk,0.5,0.0,0.0,5.0,Physique (Autre)
R. Spighi,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Chaofan Fan,0.5,0.0,0.0,5.0,Physique (Autre)
Baoyu Qu,0.5,0.0,0.0,5.0,Traitement du Langage
Adityan Jothi,0.5,0.0,0.0,5.0,Maths (Autre)
Venkataramana Ganesh,1.0,0.0,0.0,5.0,Biologie (Neuro)
Huangsheng Cheng,0.5,0.0,0.0,5.0,Robotique
Yuheng Jiang,1.0,0.0,1.6342101005761833e-08,5.0,Vision par Ordinateur
Adèle Poudou,3.0,0.0909090909090909,4.845219905291742e-07,5.0,Physique (Autre)
Hyosub Kim,0.5,0.0,0.0,5.0,IA
Mohammed Yahya Moshebah,0.5,0.0,0.0,5.0,Robotique
Xueqian Bai,0.5,0.0,0.0,5.0,IA
Chaoyu Feng,1.0,0.0,3.3824751000111064e-08,5.0,Machine Learning
Adrian Abac,0.5,0.0,0.0,5.0,Informatique (Autre)
Zixuan Song,2.0,0.2142857142857142,0.0,5.0,Informatique (Autre)
Philip Chang,1.0,0.0,2.180041702715129e-09,5.0,Informatique (Autre)
Ayan Mukhopadhyay,0.5,0.0,0.0,5.0,Physique (Autre)
Luke B. Fletcher,1.0,0.1666666666666666,0.0,5.0,IA
G. Fronze,2.0,0.0357142857142857,6.161361421064271e-10,5.0,Informatique (Autre)
Takashi Uchiyama,0.5,0.0,0.0,5.0,Machine Learning
Dale P. Cruikshank,0.5,0.0,0.0,5.0,Traitement du Langage
S. Bilodeau,1.5,0.0666666666666666,4.0357388542133776e-08,5.0,Maths (Autre)
Xiaocui Yang,0.5,0.0,0.0,5.0,Statistiques (Autre)
K. Edmonds,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Diego Alvarez-Ortega,0.5,0.0,0.0,5.0,Autre
Il Song Han,5.5,0.0129870129870129,9.263280844606925e-06,5.0,IA
S. Banerjee,8.0,0.0241935483870967,1.5080436241987629e-05,5.0,Informatique (Autre)
Jiangrui Yu,0.5,0.0,0.0,5.0,Vision par Ordinateur
J. Love,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Dennis V. Perepelitsa,0.5,0.0,0.0,5.0,Maths (Autre)
A. Glamazdin,0.5,0.0,0.0,5.0,Vision par Ordinateur
Stefan Baumbach,0.5,0.0,0.0,5.0,Maths (Autre)
Song Wu,1.0,0.1666666666666666,0.0,5.0,Autre
Huansheng Yi,0.5,0.0,0.0,5.0,Autre
Antía Dorado,1.0,0.0,1.3104191509683004e-08,5.0,Physique (Autre)
O. Schwarm,3.0,0.0303030303030303,9.402473466479933e-09,5.0,Informatique (Autre)
Shijie Sun,0.5,0.0,0.0,5.0,Traitement du Langage
Jorge Machado,0.5,0.0,0.0,5.0,Machine Learning
Arturo Rodriguez Rodriguez,0.5,0.0,0.0,5.0,IA
Paramvir Bahl,0.5,0.0,0.0,5.0,Informatique (Autre)
Gregory R. Brady,10.0,0.0525641025641025,1.8748384036371133e-06,5.0,Informatique (Autre)
Yihan Hou,0.5,0.0,0.0,5.0,Machine Learning
Neal Kelly,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
M. Raue,0.5,0.0,0.0,5.0,IA
Mark F. Voyton,10.0,0.0525641025641025,1.8748385173239512e-06,5.0,Informatique (Autre)
C. L. Davis,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Kelle L. Cruz,1.0,0.0,1.2449131503444733e-08,5.0,Machine Learning
R. Dickson,0.5,0.0,0.0,5.0,Machine Learning
Anindo Saha,5.0,0.0263157894736842,1.352383605990326e-05,5.0,Machine Learning
C. Tiburzi,0.5,0.0,0.0,5.0,IA
Ava L. Altenbern,11.0,0.0317124735729386,3.060799826926086e-06,5.0,Machine Learning
Shamanth R Nayak K,1.0,0.0,0.0,5.0,Machine Learning
Tom Beck,0.5,0.0,0.0,5.0,Machine Learning
Chloe Trujillo,0.5,0.0,0.0,5.0,Machine Learning
A. Salini,1.0,0.0,6.174746403075916e-08,5.0,IA
Nandi Schoots,4.0,0.15,1.5547682323813206e-06,5.0,IA
Lucile Saulnier,8.5,0.1675579322638146,2.088259634547285e-06,5.0,IA
Ryan Slocum,11.0,0.0317124735729386,3.060799826926086e-06,5.0,Machine Learning
Yingfang Yuan,0.5,0.0,0.0,5.0,Vision par Ordinateur
Xinyi Jia,0.5,0.0,0.0,5.0,Traitement du Langage
D. Heuchel,0.5,0.0,0.0,5.0,Réseaux de Neurones
Paul-Antoine Hervieux,0.5,0.0,0.0,5.0,Physique (Autre)
Renaud Delaunay,0.5,0.0,0.0,5.0,Vision par Ordinateur
Giulia Lioi,1.0,0.1666666666666666,0.0,5.0,Biologie (Neuro)
Jianchen Wang,0.5,0.0,0.0,5.0,Informatique (Autre)
A. Mischke,0.5,0.0,0.0,5.0,Vision par Ordinateur
Denis Schwander,1.5,0.0,1.1098148178234625e-07,5.0,Machine Learning
Michal Leskes,0.5,0.0,0.0,5.0,Maths (Autre)
P. Alvarez Dominguez,0.5,0.0,0.0,5.0,Réseaux de Neurones
Sandrine Bédard,0.5,0.0,0.0,5.0,Machine Learning
Yuan Mi,0.5,0.0,0.0,5.0,Ingénierie (Signal)
Masahiro Kawano,0.5,0.0,0.0,5.0,Informatique (Autre)
Harald Krüger,1.0,0.0,8.001403273283358e-08,5.0,IA
C. W. Fink,0.5,0.0,0.0,5.0,Maths (Autre)
Yusuke Kuribayashi,0.5,0.0,0.0,5.0,Économie
Qing Zeng,0.5,0.0,0.0,5.0,Ingénierie (Signal)
Ziniu Zhang,0.5,0.0,0.0,5.0,Machine Learning
Russell T. Shinohara,0.5,0.0,0.0,5.0,Informatique (Autre)
Jiqiang Zheng,0.5,0.0,0.0,5.0,Traitement du Langage
S. Somov,1.0,0.0,0.0,5.0,Machine Learning
Xingbo Fu,0.5,0.0,0.0,5.0,Autre
Arkadiusz Socała,0.5,0.0,0.0,5.0,Informatique (Autre)
Luca Sbordone,1.0,0.1666666666666666,0.0,5.0,IA
Yedendra Shrinivasan,0.5,0.0,0.0,5.0,Machine Learning
Qiao Xiang,0.5,0.0,0.0,5.0,Machine Learning
A. T. Serban,1.5,0.0,2.9477543961320407e-08,5.0,Physique (Autre)
J. P. Wessels,1.5,0.0666666666666666,1.6305715888620398e-08,5.0,Machine Learning
Chenglang Yang,0.5,0.0,0.0,5.0,Physique (Autre)
Xinguo Ren,2.0,0.0,1.3441209375741892e-05,5.0,Machine Learning
Mark Gebhard,0.5,0.0,0.0,5.0,Informatique (Autre)
P. Tanga,0.5,0.0,0.0,5.0,Informatique (Autre)
L. Romero,2.0,0.0,7.423964802910632e-07,5.0,Machine Learning
Ho Seong Hwang,7.5,0.0298850574712643,1.153600896941498e-05,5.0,Informatique (Autre)
Jinhui Ye,1.0,0.1666666666666666,0.0,5.0,Vision par Ordinateur
Benjamin P. MacLeod,2.0,0.2142857142857142,0.0,5.0,Physique (Autre)
S. W. Belling,0.5,0.0,0.0,5.0,Maths (Autre)
Takeshi G. Tsuru,1.5,0.0,1.6043940149756963e-06,5.0,Informatique (Autre)
Sally Jesmonth,3.0,0.0606060606060606,4.248902882864059e-07,5.0,Vision par Ordinateur
Michael M. Wolf,0.5,0.0,0.0,5.0,Physique (Autre)
Richard J. Duro,0.5,0.0,0.0,5.0,Autre
Jessi Stark,0.5,0.0,0.0,5.0,Informatique (Autre)
Bo You,0.5,0.0,0.0,5.0,Informatique (Autre)
G. Chatzikonstantinidis,7.0,0.0291005291005291,1.4527802250086097e-06,5.0,Machine Learning
Alberto Gianoli,1.0,0.0,4.1862504573941806e-09,5.0,Informatique (Autre)
C. Vigorito,1.0,0.0,6.174746403075916e-08,5.0,IA
N. Tamura,2.5,0.0888888888888888,7.419087566518101e-09,5.0,Informatique (Autre)
Junwen Ma,0.5,0.0,0.0,5.0,Physique (Autre)
Alex Karpenko,6.0,0.1739130434782608,4.399814770295052e-07,5.0,Machine Learning
Y. Miao,1.5,0.0666666666666666,1.4460845250141574e-06,5.0,Physique (Autre)
Mehamalini V.,0.5,0.0,0.0,5.0,Économie
J. Mrazkova,0.5,0.0,0.0,5.0,Physique (Autre)
Pavel Naselsky,1.5,0.1333333333333333,3.727153696786445e-09,5.0,Physique (Autre)
Lars Barquist,0.5,0.0,0.0,5.0,Informatique (Autre)
C. Hovater,0.5,0.0,0.0,5.0,Machine Learning
Jaehoon Koo,0.5,0.0,0.0,5.0,Machine Learning
Peter Pastor Sampedro,3.0,0.0606060606060606,4.248902882864059e-07,5.0,Vision par Ordinateur
Héctor Gil-Marín,1.5,0.0666666666666666,2.85569186075918e-08,5.0,Autre
Peizhi Niu,0.5,0.0,0.0,5.0,Vision par Ordinateur
I. Jaroschewski,2.5,0.0666666666666666,6.707854254273116e-07,5.0,Physique (Autre)
Christoph Winkler,1.0,0.0,6.468276581017562e-08,5.0,IA
K. Olsen,0.5,0.0,0.0,5.0,Vision par Ordinateur
R. Bartoldus,3.5,0.0439560439560439,1.3735699440076132e-06,5.0,Informatique (Autre)
A. Ruiz-Martinez,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Jameson Sandler,0.5,0.0,0.0,5.0,Informatique (Autre)
Josep Miquel Girart,1.0,0.0,2.7843414684980416e-08,5.0,Vision par Ordinateur
S. Leo,3.5,0.0109890109890109,2.38092320614669e-06,5.0,Machine Learning
Andrius Burnelis,0.5,0.0,0.0,5.0,Autre
Jeff Templon,0.5,0.0,0.0,5.0,Traitement du Langage
Anastasios Vayonakis,0.5,0.0,0.0,5.0,Informatique (Autre)
M. W. Dudek,11.0,0.0264270613107822,3.340660441608634e-06,5.0,Machine Learning
Marc Moniez,2.0,0.0,2.079640637475677e-07,5.0,Machine Learning
Marianna Safronova,2.5,0.0444444444444444,1.7251801409656764e-06,5.0,Vision par Ordinateur
Pingbing Zuo,0.5,0.0,0.0,5.0,Vision par Ordinateur
Yonathan Efroni,0.5,0.0,0.0,5.0,Vision par Ordinateur
Shangzi Xue,0.5,0.0,0.0,5.0,Vision par Ordinateur
T. Birnstiel,0.5,0.0,0.0,5.0,Informatique (Autre)
Ryan Staten,2.5,0.0222222222222222,3.1080244866643625e-07,5.0,Traitement du Langage
I. D. Davids,0.5,0.0,0.0,5.0,Physique (Autre)
E. Tzamariudaki,1.0,0.0,3.8732710372357815e-09,5.0,Physique (Autre)
L. J. Wen,2.0,0.0,7.231908512039809e-07,5.0,Maths (Autre)
Urs Spiegelhalter,0.5,0.0,0.0,5.0,Stats & ML
Bargav Jayaraman,0.5,0.0,0.0,5.0,Vision par Ordinateur
J. -H. Chen,3.0,0.0606060606060606,4.3408778793718745e-08,5.0,Informatique (Autre)
T. Johnson,1.0,0.0,3.880687700075214e-07,5.0,Maths (Autre)
Gordon Richards,1.0,0.0,8.049586597280722e-08,5.0,Machine Learning
D. C. Malling,1.0,0.0,7.685023462045137e-08,5.0,Traitement du Langage
Yan Cao,0.5,0.0,0.0,5.0,Physique (Autre)
Chunyu Li,0.5,0.0,0.0,5.0,Physique (Autre)
Or Litany,0.5,0.0,0.0,5.0,Machine Learning
I. Campos Plasencia,0.5,0.0,0.0,5.0,Machine Learning
Ye Sun,2.0,0.0714285714285714,1.0984661713564493e-07,5.0,Vision par Ordinateur
Grace Luo,1.0,0.0,0.0,5.0,Vision par Ordinateur
Xavier Calmet,2.0,0.1071428571428571,1.0638520109296225e-07,5.0,Machine Learning
R. Peres,5.0,0.0526315789473684,5.211764460000268e-07,5.0,Machine Learning
J. Pratt,0.5,0.0,0.0,5.0,IA
Olivier Février,0.5,0.0,0.0,5.0,Machine Learning
Xiangqing Lu,0.5,0.0,0.0,5.0,IA
Sarah Sterman,0.5,0.0,0.0,5.0,Informatique (Autre)
Jesus Gallego,0.5,0.0,0.0,5.0,Physique (Astro)
Sang Dinh,0.5,0.0,0.0,5.0,Stats & ML
Yunjin Na,0.5,0.0,0.0,5.0,Physique (Autre)
Shiue-Yuan Chuang,0.5,0.0,0.0,5.0,Traitement du Langage
J. A. Galvez,0.5,0.0,0.0,5.0,Informatique (Autre)
Lukáš Picek,0.5,0.0,0.0,5.0,Traitement du Langage
Wencheng Lu,0.5,0.0,0.0,5.0,Traitement du Langage
Loïc Noguès,1.5,0.0,1.1098148178234625e-07,5.0,Machine Learning
Abdourahmane Ndong,1.0,0.0,3.304980396023893e-07,5.0,Machine Learning
Hugh E. Montgomery,3.5,0.0989010989010989,1.1837395277325411e-06,5.0,Informatique (Autre)
Xiaojun Jing,0.5,0.0,0.0,5.0,Statistiques (Autre)
Mengbing Liu,0.5,0.0,0.0,5.0,Machine Learning
C. McCormick,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Yuting Zhong,0.5,0.0,0.0,5.0,Traitement du Langage
Denton Wu,0.5,0.0,0.0,5.0,Informatique (Autre)
Renwen Yu,2.5,0.0666666666666666,1.2215951983307605e-07,5.0,Maths (Autre)
Xinhu Zheng,0.5,0.0,0.0,5.0,Maths (Autre)
Bai Xue,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
François M. Peeters,0.5,0.0,0.0,5.0,Machine Learning
Bernd Bischl,1.0,0.0,0.0,5.0,Machine Learning
Wenxue Li,0.5,0.0,0.0,5.0,Maths (Autre)
Yani Zuo,0.5,0.0,0.0,5.0,Machine Learning
Jaegu Seong,1.0,0.1666666666666666,0.0,5.0,Informatique (Autre)
Toru Tamagawa,4.0,0.0166666666666666,5.206959031056613e-05,5.0,Vision par Ordinateur
V. Krüger,0.5,0.0,0.0,5.0,Réseaux de Neurones
Jiaer Xia,0.5,0.0,0.0,5.0,IA
Michael Shearn,2.0,0.0,2.937502756594768e-07,5.0,Traitement du Langage
Shuyi Zhang,0.5,0.0,0.0,5.0,Machine Learning
Fengyu Xie,0.5,0.0,0.0,5.0,Machine Learning
D. Douillet,4.5,0.0196078431372549,1.385932137054624e-06,5.0,Machine Learning
Cameron Simpson-Allsop,0.5,0.0,0.0,5.0,IA
Shay Zucker,2.0,0.0357142857142857,2.412069477486512e-07,5.0,Maths (Autre)
Rupali Chandar,2.0,0.1071428571428571,1.0452752121636877e-06,5.0,Machine Learning
XiaoGang Li,2.0,0.0,0.0,5.0,IA
Calvin Osinga,0.5,0.0,0.0,5.0,Traitement du Langage
Jiankang Deng,1.5,0.0,1.9829268183002569e-07,5.0,Autre
Chun Cai,0.5,0.0,0.0,5.0,Machine Learning
Jay Chaudhari,0.5,0.0,0.0,5.0,Économie
Haris I Sair,2.0,0.0,5.062033281433288e-08,5.0,Physique (Autre)
Daniela Breitman,0.5,0.0,0.0,5.0,IA
Avak Archanian,0.5,0.0,0.0,5.0,Machine Learning
Bernhard R. Brandl,10.0,0.0525641025641025,1.8748385173239512e-06,5.0,Informatique (Autre)
Amit Awekar,0.5,0.0,0.0,5.0,Robotique
Francisco Vargas,2.5,0.1555555555555555,2.3308015784095925e-07,5.0,Autre
Chiara Vignoli,1.0,0.0,0.0,5.0,Traitement du Langage
A. M. N. Ferguson,1.0,0.0,1.0650303750026069e-08,5.0,Vision par Ordinateur
Tomas Rossler,2.0,0.0357142857142857,1.1367943386630941e-07,5.0,IA
Emma Croxford,0.5,0.0,0.0,5.0,Autre
Haicheng Wang,1.5,0.0,1.472048580808405e-07,5.0,IA
Lukasz Bartoszcze,1.0,0.1666666666666666,0.0,5.0,Stats & ML
J. Blümer,2.5,0.0,1.0567815422746209e-07,5.0,Informatique (Autre)
Anand Venkat,0.5,0.0,0.0,5.0,Informatique (Autre)
M. Doro,5.0,0.0210526315789473,3.642250476332265e-06,5.0,Physique (Autre)
Yuyang Sun,1.5,0.0,3.597102171681854e-09,5.0,Traitement du Langage
Graham E. Rowlands,0.5,0.0,0.0,5.0,Traitement du Langage
Daniel He,0.5,0.0,0.0,5.0,Informatique (Autre)
A. Lorente Campos,0.5,0.0,0.0,5.0,Informatique (Autre)
Fagun Patel,0.5,0.0,0.0,5.0,Machine Learning
S. Issaoun,2.5,0.0,3.046002348128241e-07,5.0,Machine Learning
Avi Feller,1.5,0.2,0.0,5.0,Traitement du Langage
Tianhao Su,0.5,0.0,0.0,5.0,Machine Learning
Laurent Lessard,0.5,0.0,0.0,5.0,Informatique (Autre)
Rohan Joshi,0.5,0.0,0.0,5.0,IA
Nate Mayer,1.0,0.0,0.0,5.0,Traitement du Langage
N. Ackermann,0.5,0.0,0.0,5.0,Machine Learning
Wonjae Yee,0.5,0.0,0.0,5.0,IA
Bradley Cownden,1.0,0.0,0.0,5.0,Physique (Autre)
Michael P. Rupen,0.5,0.0,0.0,5.0,Machine Learning
Myriam Côté,1.0,0.1666666666666666,0.0,5.0,Machine Learning
M. Pothast,3.5,0.0109890109890109,5.18114291025995e-07,5.0,Machine Learning
Zhiping Xiao,0.5,0.0,0.0,5.0,Machine Learning
Hayo Hase,0.5,0.0,0.0,5.0,Vision par Ordinateur
D. S. Ahn,0.5,0.0,0.0,5.0,Traitement du Langage
Xinkui Zhao,0.5,0.0,0.0,5.0,Maths (Autre)
David Hanauer,0.5,0.0,0.0,5.0,Traitement du Langage
H. J. Jang,0.5,0.0,0.0,5.0,Vision par Ordinateur
Szabolcs Marka,2.0,0.0,3.0746129198178096e-08,5.0,Informatique (Autre)
Yurij Krugly,0.5,0.0,0.0,5.0,Traitement du Langage
B. McKinley,1.0,0.1666666666666666,0.0,5.0,IA
William Thorne,0.5,0.0,0.0,5.0,Traitement du Langage
Thomas Vo,1.5,0.0,2.015463707039089e-08,5.0,Machine Learning
R. Zhao,2.5,0.0,3.982691794135462e-07,5.0,Vision par Ordinateur
Jorge Enrique Garcia-Farieta,0.5,0.0,0.0,5.0,Vision par Ordinateur
Brajesh Kumar,1.0,0.0,3.030237039070016e-08,5.0,Autre
Yannis Kalantidis,0.5,0.0,0.0,5.0,Machine Learning
Laiyu Zhang,0.5,0.0,0.0,5.0,IA
Kendrick M. Smith,1.5,0.0,0.0,5.0,IA
T. Patel,1.0,0.0,1.6174956485315306e-08,5.0,Machine Learning
Ruoxi Zhao,0.5,0.0,0.0,5.0,Stats & ML
Eli Lucherini,0.5,0.0,0.0,5.0,Traitement du Langage
Andrea Milani,1.5,0.0,4.980555701195044e-08,5.0,IA
M. S. Cai,0.5,0.0,0.0,5.0,Machine Learning
Joonas A. Autio,0.5,0.0,0.0,5.0,Machine Learning
Kristel Michielsen,0.5,0.0,0.0,5.0,Autre
Xin Zhe Li,0.5,0.0,0.0,5.0,Physique (Autre)
Jonathan Labadie-Bartz,1.0,0.0,2.9565160986066985e-08,5.0,Maths (Autre)
Stuart S. Szigeti,1.0,0.1666666666666666,0.0,5.0,Physique (Autre)
S. Chekanov,1.0,0.0,1.2399355320269478e-08,5.0,Stats & ML
Brian Thomas Weston,0.5,0.0,0.0,5.0,Informatique (Autre)
W. Trischuk,3.5,0.0439560439560439,1.3735699440076132e-06,5.0,Informatique (Autre)
B. Buratti,0.5,0.0,0.0,5.0,Traitement du Langage
Hanna Lahmar,0.5,0.0,0.0,5.0,Maths (Autre)
Sophia N. Chen,0.5,0.0,0.0,5.0,Maths (Autre)
Qichao Sun,0.5,0.0,0.0,5.0,Machine Learning
Zafir Ahmed,0.5,0.0,0.0,5.0,Physique (Autre)
Ravi Prakash Giri,0.5,0.0,0.0,5.0,Informatique (Autre)
Patrick Godwin,2.5,0.0,7.099486509787313e-08,5.0,IA
